No. Faktur;Tgl Faktur;Keterangan Barang;Kuantitas;Unit 1 Barang; Jumlah ;Keterangan;
FJ-0725-001022;03 Jul 2025;BAK CAT MIRING;3.00;PCS; 30,000.00 ;NK DIBAWA;
FJ-0725-001022;03 Jul 2025;"KUAS ETERNA 4""";2.00;PCS; 40,000.00 ;NK DIBAWA;
FJ-0725-001022;03 Jul 2025;"KUAS ETERNA 2""";2.00;PCS; 18,000.00 ;NK DIBAWA;
FJ-0725-001022;03 Jul 2025;"KUAS ETERNA 3""";2.00;PCS; 26,000.00 ;NK DIBAWA;
FJ-0725-001022;03 Jul 2025;MATABOR HITAM NACHI 8 MM;1.00;PCS; 65,500.00 ;NK DIBAWA;
FJ-0725-001022;03 Jul 2025;MATABOR HITAM NACHI 10 MM;1.00;PCS; 102,500.00 ;NK DIBAWA;
FJ-0725-001022;03 Jul 2025;MATABOR BETON SDS J&J 10MM X16;1.00;PCS; 30,000.00 ;NK DIBAWA;
FJ-0725-001022;03 Jul 2025;KUAS MINIROLLER ACE BIRU GG PANJANG;3.00;PCS; 81,000.00 ;NK DIBAWA;
FJ-0725-001022;03 Jul 2025;KUAS ROL ACE BIRU 10MM;3.00;PCS; 96,000.00 ;NK DIBAWA;
FJ-0725-001023;03 Jul 2025;KENI 4 D MASP;2.00;PCS; 40,000.00 ;NK DIBAWA ;
FJ-0725-001023;03 Jul 2025;"VERLOP SOK 4X3""";1.00;PCS; 15,000.00 ;NK DIBAWA ;
FJ-0725-001024;03 Jul 2025;KAWAT PARABOLA HITAM ECER;1.00;MTR; 28,000.00 ;NK DIBAWA ;
FJ-0725-001087;03 Jul 2025;SEMEN NAT MU 408 SUPER WHITE;2.00;PCS; 28,000.00 ;RP.468.000;
FJ-0725-001087;03 Jul 2025;PASIR KEDIRI;0.60;M3; 155,000.00 ;RP.468.000;
FJ-0725-001087;03 Jul 2025;SEMEN GRESIK PPC 40KG;5.00;ZAK; 285,000.00 ;RP.468.000;
FJ-0725-001189;03 Jul 2025;"PVC RUCIKA 2"" D";6.00;LJR; 310,800.00 ;NK DIBAWA;
FJ-0725-001190;03 Jul 2025;"PVC RUCIKA 3"" D";1.00;LJR; 92,500.00 ;NK DBAWA;
FJ-0725-001190;03 Jul 2025;PASIR KEDIRI A;1.40;M3; 270,000.00 ;NK DBAWA;
FJ-0725-001190;03 Jul 2025;SEMEN GRESIK PPC 40KG;5.00;ZAK; 270,000.00 ;NK DBAWA;
FJ-0725-001191;03 Jul 2025;SEMEN ACIAN TR-30 @40KG;1.00;ZAK; 97,500.00 ;NK DIBAWA;
FJ-0725-001191;03 Jul 2025;VINILEX PRO PASTEL @20 KG;1.00;PIL; 450,000.00 ;NK DIBAWA;
FJ-0725-001192;03 Jul 2025;APLUS PLANK 30X300;6.00;LBR; 246,000.00 ;NK DIBAWA;
FJ-0725-001192;03 Jul 2025;ASBES GELOMBANG BESAR 200;6.00;LBR; 420,000.00 ;NK DIBAWA;
FJ-0725-001192;03 Jul 2025;TRIPLEK 12 MM;1.00;LBR; 108,000.00 ;NK DIBAWA;
FJ-0725-001193;03 Jul 2025;PVC 20MM RIFENG/RIIFO;10.00;LJR; 87,500.00 ;NK DIBAWA ;
FJ-0725-001194;03 Jul 2025;KRAN ANGSA SEGI 6 EDO;5.00;PCS; 400,000.00 ;NK DIBAWA;
FJ-0725-001195;03 Jul 2025;PARAGON PUTIH @5 KG;20.00;GLN; 2,380,000.00 ;NK DIBAWA;
FJ-0725-001195;03 Jul 2025;PARAGON PUTIH @20 KG;7.00;PIL; 3,185,000.00 ;NK DIBAWA;
FJ-0725-001195;03 Jul 2025;NO DROP 010 ABU MUDA @20 KG;2.00;PIL; 1,883,000.00 ;NK DIBAWA;
FJ-0725-001196;03 Jul 2025;PASIR LUMAJANG GELEDEK;1.00;GLD; 65,000.00 ;NK DIBAWA;
FJ-0725-001264;03 Jul 2025;CORAL 1X2;0.50;M3; 160,000.00 ;NK DIBAWA;
FJ-0725-001265;03 Jul 2025;CORAL 1X2;0.50;M3; 160,000.00 ;NK DIBAWA;
FJ-0725-001266;03 Jul 2025;CORAL 1X2;0.50;M3; 160,000.00 ;NK DIBAWA;
FJ-0725-001267;03 Jul 2025;CORAL 1X2;0.50;M3; 160,000.00 ;NK DIBAWA;
FJ-0725-001354;03 Jul 2025;PASIR KEDIRI A;0.50;M3; 180,000.00 ;RP. 237.000 BYR DI TEMPAT;
FJ-0725-001354;03 Jul 2025;SEMEN GRESIK PPC 40KG;1.00;ZAK; 57,000.00 ;RP. 237.000 BYR DI TEMPAT;
FJ-0725-001355;03 Jul 2025;AQUAPROOF HITAM @1 KG;1.00;KLG; 55,000.00 ;RP. 436.000;
FJ-0725-001355;03 Jul 2025;SEMEN TIGA RODA PCC 40KG;7.00;ZAK; 371,000.00 ;RP. 436.000;
FJ-0725-001356;03 Jul 2025;CORAL 1X2;1.40;M3; 580,000.00 ;NK;
FJ-0725-001356;03 Jul 2025;SEMEN GRESIK PPC 40KG;10.00;ZAK; 570,000.00 ;NK;
FJ-0725-001357;03 Jul 2025;TIMBA HIJAU TC-15 BAGUS;3.00;PCS; 21,000.00 ;TGG TF;
FJ-0725-001357;03 Jul 2025;PASIR KEDIRI;0.60;M3; 170,000.00 ;TGG TF;
FJ-0725-001357;03 Jul 2025;SEMEN TIGA RODA PCC 40KG;3.00;ZAK; 159,000.00 ;TGG TF;
FJ-0725-001358;03 Jul 2025;SIKA GROUT 215 @25KG;5.00;ZAK; 570,000.00 ;NK;
FJ-0725-001358;03 Jul 2025;GYPSUM A PLUS 120X240;21.00;LBR; 945,000.00 ;NK;
FJ-0725-001358;03 Jul 2025;KASA PERBAN BIASA;3.00;PCS; 15,000.00 ;NK;
FJ-0725-001358;03 Jul 2025;SIKACERAM 180 GA TILEFIX 25KG;10.00;ZAK; 900,000.00 ;NK;
FJ-0725-001358;03 Jul 2025;APLUS BOARD 8MM;1.00;LBR; 120,000.00 ;NK;
FJ-0725-001358;03 Jul 2025;HOLLO 2X4X400;15.00;LJR; 172,500.00 ;NK;
FJ-0725-001358;03 Jul 2025;HOLLO 4X4X400;3.00;LJR; 49,500.00 ;NK;
FJ-0725-001358;03 Jul 2025;WALL ANGLE;7.00;LJR; 35,000.00 ;NK;
FJ-0725-001358;03 Jul 2025;PAKU BETON PUTIH 11/2;2.00;DOS; 15,000.00 ;NK;
FJ-0725-001358;03 Jul 2025;CORNICE A PLUS @20 KG;1.00;ZAK; 60,000.00 ;NK;
FJ-0725-001358;03 Jul 2025;METAL STUDE;30.00;PCS; 690,000.00 ;NK;
FJ-0725-001358;03 Jul 2025;URUNNER;15.00;PCS; 300,000.00 ;NK;
FJ-0725-001358;03 Jul 2025;"SEKRUP HOLLOW 1"" WANLY/VPR KOTAK";1.00;DOS; 35,000.00 ;NK;
FJ-0725-001359;03 Jul 2025;GLASSBLOCK 05;6.00;PCS; 150,000.00 ;NK;
FJ-0725-001359;03 Jul 2025;BTR FOCON/PLATINUM 10CM;2.00;M3; 1,160,000.00 ;NK;
FJ-0725-001359;03 Jul 2025;SEMEN BATA RINGAN A-PLUS 40 KG;2.00;ZAK; 130,000.00 ;NK;
FJ-0725-001360;03 Jul 2025;THINNER A SPC DRUM ECERAN;1.00;LTR; 18,500.00 ;NK;
FJ-0725-001360;03 Jul 2025;ISOLASI BENING PAJERO;10.00;PCS; 120,000.00 ;NK;
FJ-0725-001360;03 Jul 2025;BESI 10 ULIR SERTIFIKAT;4.00;LJR; 286,000.00 ;NK;
FJ-0725-001360;03 Jul 2025;LEM RAJAWALI PVAC;24.00;PCS; 432,000.00 ;NK;
FJ-0725-001360;03 Jul 2025;"PAKU 3""";1.00;KG; 16,000.00 ;NK;
FJ-0725-001360;03 Jul 2025;"PAKU 1""";0.50;KG; 10,000.00 ;NK;
FJ-0725-001360;03 Jul 2025;PAKU BETON PUTIH 3;2.00;DOS; 24,000.00 ;NK;
FJ-0725-001360;03 Jul 2025;PAKU BETON PUTIH 2;2.00;DOS; 24,000.00 ;NK;
FJ-0725-001360;03 Jul 2025;BATA PRESS (MRH);200.00;PCS; 172,000.00 ;NK;
FJ-0725-001360;03 Jul 2025;LIS ALMINI U 14MM (5/8);10.00;LJR; 600,000.00 ;NK;
FJ-0725-001360;03 Jul 2025;TRIPLEK 8 MM SENGON;2.00;LBR; 152,000.00 ;NK;
FJ-0725-001361;03 Jul 2025;BATA BIASA / SEKAM;500.00;PCS; 375,000.00 ;NK;
FJ-0725-001361;03 Jul 2025;PASIR KEDIRI;1.40;M3; 465,000.00 ;NK;
FJ-0725-001362;03 Jul 2025;BTR BRICON 10CM PJG 60;11.52;M3; 6,816,035.78 ;NK KRM PABRIK;
FJ-0725-001362;03 Jul 2025;SEMEN BATA RINGAN BRICON BM101;3.00;ZAK; 210,964.22 ;NK KRM PABRIK;
FJ-0725-001363;03 Jul 2025;KAPI GAGANG KAYU 4;15.00;PCS; 120,000.00 ;RP.1290.000;
FJ-0725-001363;03 Jul 2025;SEMEN GRESIK PPC 40KG;20.00;ZAK; 1,140,000.00 ;RP.1290.000;
FJ-0725-001364;03 Jul 2025;BESI 10 ULIR SERTIFIKAT;4.00;LJR; 256,000.00 ;NK;
FJ-0725-001364;03 Jul 2025;BENDRAT BIASA;2.00;BDL; 20,000.00 ;NK;
FJ-0725-001364;03 Jul 2025;CORAL 1X2;0.50;M3; 150,000.00 ;NK;
FJ-0725-001364;03 Jul 2025;PASIR KEDIRI A;0.50;M3; 130,000.00 ;NK;
FJ-0725-001364;03 Jul 2025;TRIPLEK 9 MM SUPER;2.00;LBR; 166,000.00 ;NK;
FJ-0725-001364;03 Jul 2025;SEMEN TIGA RODA PCC 40KG;3.00;ZAK; 154,500.00 ;NK;
FJ-0725-001365;03 Jul 2025;TRIPLEK 18 MM;2.00;LBR; 378,000.00 ;NK MANUAL;
FJ-0725-001366;03 Jul 2025;SERAT FIBER;10.00;LBR; 25,000.00 ;RP.781.000;
FJ-0725-001366;03 Jul 2025;AQUAPROOF ABU @4 KG;1.00;GLN; 206,000.00 ;RP.781.000;
FJ-0725-001366;03 Jul 2025;PAVING STONE PERSEGI;5.00;MTR; 340,000.00 ;RP.781.000;
FJ-0725-001366;03 Jul 2025;PASIR KEDIRI A;0.50;M3; 210,000.00 ;RP.781.000;
FJ-0725-001367;03 Jul 2025;SPANDEX BENING 3M;1.00;PCS; 172,000.00 ;LUNAS;
FJ-0725-001367;03 Jul 2025;GYPSUM A PLUS 120X240;5.00;LBR; 230,000.00 ;LUNAS;
FJ-0725-001367;03 Jul 2025;HOLLO G TUBE 4X4X0.4;4.00;LJR; 130,000.00 ;LUNAS;
FJ-0725-001367;03 Jul 2025;HOLLO MJP 2X4 0.3;5.00;LJR; 100,000.00 ;LUNAS;
FJ-0725-001367;03 Jul 2025;KANAL C 75 X 0,70 MM KENCANA;2.00;LJR; 178,000.00 ;LUNAS;
FJ-0725-001367;03 Jul 2025;GALVALUM GELOMBANG 0.3X500;4.00;LBR; 640,000.00 ;LUNAS;
FJ-0725-001367;03 Jul 2025;"PVC WINLON 2"" D";2.00;LJR; 107,000.00 ;LUNAS;
FJ-0725-001368;03 Jul 2025;SEMEN GRESIK PPC 40KG;4.00;ZAK; 228,000.00 ;RP.238.000 JGN SMPE JM 3;
FJ-0725-001502;03 Jul 2025;BESI 10 SNI (9.5X12) SRTF;1.00;LJR; 65,000.00 ;LUNAS GANDENG;
FJ-0725-001502;03 Jul 2025;BESI 13 ULIR SERTIFIKAT;3.00;LJR; 345,000.00 ;LUNAS GANDENG;
FJ-0725-001502;03 Jul 2025;PLASTIK COR;3.00;PCS; 82,500.00 ;LUNAS GANDENG;
FJ-0725-001503;03 Jul 2025;PACUL PANDE BAGUS;1.00;PCS; 55,000.00 ;NK;
FJ-0725-001503;03 Jul 2025;PLASTIK COR;2.00;PCS; 70,000.00 ;NK;
FJ-0725-001503;03 Jul 2025;SEMEN TIGA RODA PCC 40KG;50.00;ZAK; 2,700,000.00 ;NK;
FJ-0725-001504;03 Jul 2025;CORNICE A PLUS @20 KG;5.00;ZAK; 300,000.00 ;RP.1.307.500;
FJ-0725-001504;03 Jul 2025;CALSIUM DSGM/GUNUNG MES 800;10.00;SAK; 390,000.00 ;RP.1.307.500;
FJ-0725-001504;03 Jul 2025;SEMEN BATA RINGAN A-PLUS 40 KG;5.00;ZAK; 307,500.00 ;RP.1.307.500;
FJ-0725-001504;03 Jul 2025;TRIPLEK 15 MM;2.00;LBR; 310,000.00 ;RP.1.307.500;
FJ-0725-001505;03 Jul 2025;BENDRAT SPR Q;2.00;KG; 40,000.00 ;TGU TF;
FJ-0725-001505;03 Jul 2025;BATA BIASA / SEKAM;500.00;PCS; 337,500.00 ;TGU TF;
FJ-0725-001505;03 Jul 2025;PASIR KEDIRI;0.60;M3; 155,000.00 ;TGU TF;
FJ-0725-001505;03 Jul 2025;KUMBUNG TUBAN DOUBLE;65.00;PCS; 715,000.00 ;TGU TF;
FJ-0725-001505;03 Jul 2025;SEMEN GRESIK PPC 40KG;5.00;ZAK; 285,000.00 ;TGU TF;
FJ-0725-001506;03 Jul 2025;THINNER A SPC DRUM ECERAN;5.00;LTR; 87,500.00 ;LUNAS;
FJ-0725-001506;03 Jul 2025;KARBIT MDQ;2.00;PCS; 58,000.00 ;LUNAS;
FJ-0725-001506;03 Jul 2025;SEMEN MERDEKA;2.00;ZAK; 88,000.00 ;LUNAS;
FJ-0725-001507;03 Jul 2025;GYPSUM A PLUS 120X240;4.00;LBR; 184,000.00 ;RP.336.000 TGU TF;
FJ-0725-001507;03 Jul 2025;CUTTER KENKO L500;1.00;PCS; 20,000.00 ;RP.336.000 TGU TF;
FJ-0725-001507;03 Jul 2025;SEMEN ACIAN TR-30 @40KG;1.00;ZAK; 102,000.00 ;RP.336.000 TGU TF;
FJ-0725-001508;03 Jul 2025;PASIR KEDIRI;1.40;M3; 415,000.00 ;RP.865.000;
FJ-0725-001508;03 Jul 2025;SEMEN MERDEKA;10.00;ZAK; 450,000.00 ;RP.865.000;
FJ-0725-001509;03 Jul 2025;KENI 3/4 MASP;1.00;PCS; 3,500.00 ;NK;
FJ-0725-001509;03 Jul 2025;SOK DRAT DALAM 1/2 MSP;1.00;PCS; 3,000.00 ;NK;
FJ-0725-001509;03 Jul 2025;KENI 1/2 MSP;7.00;PCS; 14,000.00 ;NK;
FJ-0725-001509;03 Jul 2025;"TEE 3/4""";1.00;PCS; 3,000.00 ;NK;
FJ-0725-001509;03 Jul 2025;VERLOP SOK 1/2X3/4 MSP;2.00;PCS; 6,000.00 ;NK;
FJ-0725-001510;03 Jul 2025;TIMBA HIJAU TC-15 BAGUS;4.00;PCS; 28,000.00 ;RP.733.000;
FJ-0725-001510;03 Jul 2025;BTR BRICON 10CM PJG 60;1.00;M3; 640,000.00 ;RP.733.000;
FJ-0725-001510;03 Jul 2025;SEMEN BATA RINGAN A-PLUS 40 KG;1.00;ZAK; 65,000.00 ;RP.733.000;
FJ-0725-001511;03 Jul 2025;GYPSUM KNAFF 9 MM;8.00;LBR; 400,000.00 ;NK;
FJ-0725-001511;03 Jul 2025;CORNICE A PLUS @20 KG;1.00;ZAK; 65,000.00 ;NK;
FJ-0725-001511;03 Jul 2025;"SEKRUP HOLLOW 1""";1,000.00;PCS; 100,000.00 ;NK;
FJ-0725-001511;03 Jul 2025;URUNNER;25.00;PCS; 600,000.00 ;NK;
FJ-0725-001512;03 Jul 2025;BESI 8 SNI (7.6X12) / 7.5 SRTF;15.00;LJR; 660,000.00 ;NK;
FJ-0725-001512;03 Jul 2025;BENDRAT SPR Q;1.00;KG; 20,000.00 ;NK;
FJ-0725-001512;03 Jul 2025;SEMEN GRESIK PPC 40KG;5.00;ZAK; 285,000.00 ;NK;
FJ-0725-001556;03 Jul 2025;"AFUR FLO 5""";2.00;PCS; 200,000.00 ;NK DIBAWA;
FJ-0725-001556;03 Jul 2025;LEM G;5.00;PCS; 40,000.00 ;NK DIBAWA;
FJ-0725-001556;03 Jul 2025;LEM SILICONE E-SEALANT NETRAL CLEAR;4.00;PCS; 128,000.00 ;NK DIBAWA;
FJ-0725-001556;03 Jul 2025;"SOK 3/4""";2.00;PCS; 3,000.00 ;NK DIBAWA;
FJ-0725-001557;03 Jul 2025;PASIR KEDIRI;8.00;M3; 1,550,000.00 ;NK KRM SABTU;
FJ-0725-001557;03 Jul 2025;SEMEN TIGA RODA PCC 40KG;50.00;ZAK; 2,700,000.00 ;NK KRM SABTU;
FJ-0725-001558;03 Jul 2025;BTR CITICON 10 CM PJG 60;2.00;M3; 1,300,000.00 ;RP.1.300.000 081216446659 TGU TF;
FJ-0725-001559;03 Jul 2025;SEMEN TIGA RODA PCC 40KG;5.00;ZAK; 265,000.00 ;RP.275.000 TGU TF;
FJ-0725-001560;03 Jul 2025;NIPPON HIGH EPOXY FILLER WHITE;2.00;SET; 168,000.00 ;NK DIBAWA;
FJ-0725-001561;03 Jul 2025;CORAL 1X2;1.40;M3; 560,000.00 ;LUNAS KRM BSK;
FJ-0725-001562;03 Jul 2025;SEMEN TIGA RODA PCC 40KG;5.00;ZAK; 265,000.00 ;LUNAS;
FJ-0725-001563;03 Jul 2025;BTR FOCON/PLATINUM 10CM;2.00;M3; 1,160,000.00 ;LUNAS;
FJ-0725-001651;03 Jul 2025;GENTENG GOODYEAR;130.00;PCS; 715,000.00 ;LUNAS CPT;
CASH.01.072025.0605;04 Jul 2025;"KUAS BIASA 2""";4.00;PCS; 16,000.00 ;;
CASH.01.072025.0606;04 Jul 2025;BEE BRAND 116 YELLOW CANARY;1.00;KLG; 70,000.00 ;;
CASH.01.072025.0608;04 Jul 2025;REFILL KUAS ROL KAPAL;1.00;PCS; 4,000.00 ;;
CASH.01.072025.0608;04 Jul 2025;THINNER B BOTOL 1 LTR;1.00;KLG; 19,500.00 ;;
CASH.01.072025.0609;04 Jul 2025;SEKRUP MEBEL PUTIH 10 X 1 1/2;5.00;PCS; 1,750.00 ;;
CASH.01.072025.0614;04 Jul 2025;LEM RAJAWALI PVAC;1.00;PCS; 18,500.00 ;;
CASH.01.072025.0614;04 Jul 2025;CASTING A PLUS KILOAN;2.00;KG; 5,000.00 ;;
CASH.01.072025.0614;04 Jul 2025;SEMEN ACIAN TR-30 @40KG;1.00;ZAK; 102,000.00 ;;
CASH.01.072025.0617;04 Jul 2025;KAWAT LOKET HIJAU PVC 1/4;1.00;MTR; 13,000.00 ;;
CASH.01.072025.0618;04 Jul 2025;DULUX AMBIANCE BASE A;1.00;GLN; 330,000.00 ;;
CASH.01.072025.0620;04 Jul 2025;THINNER B BOTOL 1 LTR;1.00;KLG; 19,500.00 ;;
CASH.01.072025.0620;04 Jul 2025;BEE BRAND 1018 DEL FEGATO;1.00;KLG; 70,000.00 ;;
CASH.01.072025.0622;04 Jul 2025;KENI 1/2 MSP;3.00;PCS; 6,000.00 ;;
CASH.01.072025.0624;04 Jul 2025;LEM SILICONE E-SEALANT NETRAL CLEAR;1.00;PCS; 32,000.00 ;;
CASH.01.072025.0626;04 Jul 2025;KABEL TIES RAMEDO 5X250 HTM;1.00;PAK; 20,000.00 ;;
CASH.01.072025.0629;04 Jul 2025;"KUAS BIASA 21/2""";1.00;PCS; 5,000.00 ;;
CASH.01.072025.0629;04 Jul 2025;LEM RAJAWALI PVAC;2.00;PCS; 37,000.00 ;;
CASH.01.072025.0629;04 Jul 2025;CORNICE A PLUS @1 KG PACK;1.00;PCS; 8,000.00 ;;
CASH.01.072025.0629;04 Jul 2025;NEPTUNE LEM EPOXY CLEAR @2KG;1.00;SET; 305,000.00 ;;
CASH.01.072025.0629;04 Jul 2025;SEMEN PUTIH BB @5 KG;2.00;BKS; 40,000.00 ;;
CASH.01.072025.0633;04 Jul 2025;"KUAS ETERNA 2""";1.00;PCS; 9,000.00 ;;
CASH.01.072025.0633;04 Jul 2025;BAUT DRILLING 5 CM;50.00;PCS; 25,000.00 ;;
CASH.01.072025.0633;04 Jul 2025;TALANG GALVALUM 0.3X90;7.00;MTR; 283,500.00 ;;
CASH.01.072025.0633;04 Jul 2025;WATERBLOCK ABU-ABU @1 KG;1.00;KLG; 60,000.00 ;;
CASH.01.072025.0635;04 Jul 2025;"KUAS BIASA 2""";1.00;PCS; 4,000.00 ;;
CASH.01.072025.0637;04 Jul 2025;PAKU KALSIBOARD;2.00;KG; 50,000.00 ;;
CASH.01.072025.0637;04 Jul 2025;"PAKU 2 1/2""";5.00;KG; 80,000.00 ;;
CASH.01.072025.0640;04 Jul 2025;PASIR LUMAJANG;0.50;M3; 240,000.00 ;;
CASH.01.072025.0642;04 Jul 2025;SEALTAPE AIR;1.00;PCS; 3,000.00 ;;
CASH.01.072025.0645;04 Jul 2025;"GRENDEL HITAM TEBAL 3""";1.00;PCS; 7,000.00 ;;
CASH.01.072025.0645;04 Jul 2025;"GRENDEL HITAM TEBAL 4""";1.00;PCS; 8,000.00 ;;
CASH.01.072025.0645;04 Jul 2025;"SEKRUP HOLLOW 1""";12.00;PCS; 1,500.00 ;;
CASH.01.072025.0650;04 Jul 2025;SEKRUP KALSIBORD 6X30;100.00;PCS; 30,000.00 ;;
CASH.01.072025.0653;04 Jul 2025;HAND SHOWER ONDA SO 230;1.00;PCS; 150,000.00 ;;
CASH.01.072025.0654;04 Jul 2025;SEKRUP KALSIBORD 6X30;100.00;PCS; 30,000.00 ;;
CASH.01.072025.0659;04 Jul 2025;THINNER A SPC DRUM ECERAN;3.00;LTR; 55,500.00 ;;
CASH.01.072025.0659;04 Jul 2025;NIPPON HIGH EPOXY FILLER WHITE;1.00;SET; 84,000.00 ;;
CASH.01.072025.0679;04 Jul 2025;BENDRAT SPR Q;5.00;KG; 100,000.00 ;;
CASH.01.072025.0680;04 Jul 2025;SELANG DOF 5/8;5.00;MTR; 30,000.00 ;;
CASH.01.072025.0681;04 Jul 2025;SIKU RAK 3X4;5.00;PSG; 30,000.00 ;;
CASH.01.072025.0681;04 Jul 2025;"PAKU 1 1/2""";0.25;KG; 6,000.00 ;;
CASH.01.072025.0681;04 Jul 2025;DINABOL 8X65;4.00;PCS; 8,000.00 ;;
CASH.01.072025.0681;04 Jul 2025;AMPLAS HC 1000;1.00;LBR; 5,000.00 ;;
CASH.01.072025.0683;04 Jul 2025;"PAKU 3/4""";0.10;KG; 5,000.00 ;;
CASH.01.072025.0684;04 Jul 2025;NEPTUNE LEM EPOXY CLEAR @1/4KG;1.00;KLG; 83,000.00 ;;
CASH.01.072025.0688;04 Jul 2025;"KUAS ETERNA 3""";1.00;PCS; 13,000.00 ;;
CASH.01.072025.0688;04 Jul 2025;THINNER B EMCO 1 LTR;1.00;LTR; 30,000.00 ;;
CASH.01.072025.0688;04 Jul 2025;LEM FOX 185 GRAM @1/4KG;1.00;PCS; 22,000.00 ;;
CASH.01.072025.0688;04 Jul 2025;REFILL KUAS ROL ACE BIRU 10MM;1.00;PCS; 18,000.00 ;;
CASH.01.072025.0688;04 Jul 2025;REFILL KUAS ROL MINIROLLER 110 MM ACE;3.00;PCS; 30,000.00 ;;
CASH.01.072025.0690;04 Jul 2025;ADDIBON;1.00;KLG; 62,500.00 ;;
CASH.01.072025.0690;04 Jul 2025;"TUTUP POLOS 4""";1.00;PCS; 10,000.00 ;;
CASH.01.072025.0691;04 Jul 2025;"KUAS ETERNA 2 1/2""";1.00;PCS; 11,000.00 ;;
CASH.01.072025.0691;04 Jul 2025;NIPPON ELASTEX @4KG DARK GREY;1.00;GLN; 195,000.00 ;;
CASH.01.072025.0691;04 Jul 2025;SEMEN GRESIK PPC 40KG;1.00;ZAK; 57,000.00 ;;
CASH.01.072025.0694;04 Jul 2025;THINNER B EMCO 1 LTR;2.00;LTR; 60,000.00 ;;
CASH.01.072025.0694;04 Jul 2025;AVIAN SYNTHETIC BASE A @2.5LT;1.00;GLN; 215,000.00 ;;
CASH.01.072025.0698;04 Jul 2025;SEMEN GRESIK PPC 40KG;2.00;ZAK; 114,000.00 ;;
CASH.01.072025.0700;04 Jul 2025;LEM RAJAWALI PVAC;1.00;PCS; 18,500.00 ;;
CASH.01.072025.0700;04 Jul 2025;NIPPON ELASTEX @4KG GREY;1.00;GLN; 195,000.00 ;;
CASH.01.072025.0700;04 Jul 2025;REFILL KUAS ROL MINIROLLER 110 MM ACE;1.00;PCS; 10,000.00 ;;
CASH.01.072025.0701;04 Jul 2025;SIKU LUBANG 4X4 BIASA KOMPLIT;3.00;PCS; 114,000.00 ;;
CASH.01.072025.0701;04 Jul 2025;BAUT SIKU LUBANG;20.00;PCS; 15,000.00 ;;
CASH.01.072025.0706;04 Jul 2025;WD-40 120 ML;1.00;PCS; 52,000.00 ;;
CASH.01.072025.0706;04 Jul 2025;"KUAS BIASA 4""";1.00;PCS; 10,000.00 ;;
CASH.01.072025.0706;04 Jul 2025;"KUAS BIASA 11/2""";2.00;PCS; 8,000.00 ;;
CASH.01.072025.0706;04 Jul 2025;THINNER A SPC DRUM ECERAN;1.00;LTR; 18,500.00 ;;
CASH.01.072025.0708;04 Jul 2025;"SOK DRAT DALAM 1""";1.00;PCS; 3,000.00 ;;
CASH.01.072025.0712;04 Jul 2025;GANCO;1.00;PCS; 75,000.00 ;;
CASH.01.072025.0712;04 Jul 2025;DORAN PACUL;1.00;PCS; 12,000.00 ;;
CASH.01.072025.0713;04 Jul 2025;WATERMUR 3/4 DRAT MSP;-2.00;PCS; -20,000.00 ;;
CASH.01.072025.0714;04 Jul 2025;KRAN PLASTIK 3/4 BALING;1.00;PCS; 8,000.00 ;;
CASH.01.072025.0714;04 Jul 2025;"SOK DRAT LUAR 3/4""";1.00;PCS; 2,000.00 ;;
CASH.01.072025.0714;04 Jul 2025;"SOK 3/4""";1.00;PCS; 1,500.00 ;;
CASH.01.072025.0714;04 Jul 2025;"WATERMUR DL 1""X3/4""";2.00;PCS; 22,000.00 ;;
CASH.01.072025.0717;04 Jul 2025;VINILEX 420 AQUATINT;1.00;GLN; 148,000.00 ;;
CASH.01.072025.0718;04 Jul 2025;WD CUTTING 105X1.2X16;2.00;PCS; 7,000.00 ;;
CASH.01.072025.0718;04 Jul 2025;RESIBON TEBAL WD;1.00;PCS; 10,000.00 ;;
CASH.01.072025.0718;04 Jul 2025;SEALTAPE AIR;4.00;PCS; 12,000.00 ;;
CASH.01.072025.0719;04 Jul 2025;HCL;1.00;PCS; 12,000.00 ;;
CASH.01.072025.0720;04 Jul 2025;"KUAS ETERNA 3""";1.00;PCS; 13,000.00 ;;
CASH.01.072025.0720;04 Jul 2025;SERAT AQUAPROOF 10CM;2.00;PCS; 40,000.00 ;;
CASH.01.072025.0720;04 Jul 2025;NO DROP 002 ABU @1KG;2.00;KLG; 112,000.00 ;;
CASH.01.072025.0721;04 Jul 2025;CORAL SEKROP;2.00;SKP; 16,000.00 ;;
CASH.01.072025.0722;04 Jul 2025;KAWAT 12 TEBAL;10.00;MTR; 40,000.00 ;;
CASH.01.072025.0723;04 Jul 2025;LEM ASPAL CAIR 1KG PERFEK;1.00;PCS; 45,000.00 ;;
CASH.01.072025.0723;04 Jul 2025;SERAT AQUAPROOF 5CM;2.00;LBR; 30,000.00 ;;
CASH.01.072025.0723;04 Jul 2025;"KUAS ETERNA 2 1/2""";1.00;PCS; 11,000.00 ;;
CASH.01.072025.0724;04 Jul 2025;PYLOX 109 BLACK;1.00;PCS; 30,000.00 ;;
CASH.01.072025.0724;04 Jul 2025;PYLOX 109A BLACK FLAT;1.00;PCS; 30,000.00 ;;
CASH.01.072025.0725;04 Jul 2025;"KUAS ETERNA 2""";2.00;PCS; 18,000.00 ;;
CASH.01.072025.0725;04 Jul 2025;THINNER B BOTOL 1/2 L;1.00;KLG; 10,500.00 ;;
